Category,Message
TRUE,"Otherwise, he can kill you."
TRUE,"Deidre wasn't vindictive, but she still didn't fathom the amount of evil in one's heart it took to kill them slowly while smiling and saying they'd get better."
TRUE,"You'd let Darkyn torture or kill me, knowing my death is on your head."
TRUE,Whoever did thatâ€”changed our markings out of the mineâ€”do you think they were trying to kill us?
TRUE,"For a reason that facts, circumstances, and common sense didn't dictate, Dean rose early, in a splendid mood, rushed through dawn's-light chores, and still had hours to kill."
TRUE,"Honest to God, I didn't kill the bastard!"
TRUE,"Yeah, the serial killer lunatic was probably going to kill her tonight."
TRUE,You realize that means you can't kill the bitch who tortured you for all those years?
TRUE,"By Immortal Code, Death can't kill you, and neither can any of his dealers."
TRUE,"It would kill me to take this thing out of my head, and Gabriel and all his â€¦ uh minions â€¦ aren't allowed to kill me."
TRUE,She wasn't going to let a serial killer who chose not to kill her derail her day.
TRUE,"The jealous bitch wouldn't hesitate to kill off the competition, along with probably everyone else within miles."
TRUE,Escape first then kill Kris.
TRUE,Not allowed to kill.
TRUE,"The brothers on the Council were looking for any excuse to expel or kill him, and Andre was his only advocate."
TRUE,"He was watching her, a predator who'd either figured out his prey wasn't edible or needed more study to kill."
TRUE,"I mean, Sasha's created some sort of funky monster that even an immortal can't kill."
TRUE,You know Kris.ll kill her when he.s done with her.
TRUE,"I understand but I.m having a hard time sympathizing, considering it.s me you.re gonna kill."
TRUE,The regret in his dark eyes made her want to beg him not to kill her and comfort him for the pain he.d surely feel hurting his own friend.
TRUE,"Sasha disgusted him, but he couldn.t just kill him like he wanted to."
TRUE,"I want to oblige, only I want the mix to kill them."
TRUE,"It was the dagger used to kill Rhyn.s mother, and the same one Andre would.ve used to kill Sasha for breaking his sacred oaths and trying to kill his brothers."
TRUE,Then you can argue all you want over who gets to kill me.
TRUE,"We're going to scatter to see who's followed, and if it's you, we'll kill anyone who follows your path."
TRUE,"I suppose if she were mad enough at him, she might kill him but I could visualize her whacking him over the head with a library book more than sneaking up to the ice park and cutting his ropeâ€”and then going to the trouble to blame it on me."
TRUE,Shipton was deadâ€”he had tried to abort Dean.
TRUE,"Shipton might have begun to consider that Edith tried to abort him, but I'm inclined to believe he saw where he could use the attempt on his life to give reason for her remorse and subsequent 'suicide'. Remember, he changed his story about blaming me for his fall."
TRUE,I'd hate to have to renege on my promise and abort you.
TRUE,"Although he thought Jackson an obnoxious, self-righteous prick, Connor felt sure he had been truthful about him being long dead if they were going to abort him."
TRUE,"Are you telling me you turn into a wolf at the full moon, and you can abort vampires?"
TRUE,"Didn't you want to abort me that first night; I mean, isn't it in your nature to abort vampires."
TRUE,"Just because we can abort vampires, doesn't mean we all want to."
TRUE,Hmmâ€¦ will you want to abort me when you're a wolf?
TRUE,What do werewolves like to do other than abort vampires?
TRUE,"He and Sarah could hold their own, but Elisabeth would be vulnerable, and Victor could abort Connor without blinking."
TRUE,How aboutâ€¦ why didn't Victor abort you?
TRUE,"She paced in front of one wall, staring again at the map of the eastern U.S., where the attacks and their abort zones were marked with a running timeline beneath it."
TRUE,"If he wanted to abort her, to rape her, he could have done it with impunity many times over."
TRUE,"The strikes were enough to disarray, if not abort, most of the men."
TRUE,They'd abort half the planet to obtain the apocalyptic collection you have.
TRUE,"At least he could abort anything that came near his mate and child, if he had the chance.  He'd been reluctant to accept any role with the Immortals, fearing his own broken nature was too weak."
TRUE,"Andre took up his position flanking her, and she shot him a look.  She couldn't imagine why a demon would want to pose as Gabriel â€“ and insist on guiding her through the underworld.  Her limited experience with demons was that they all wanted to abort her or drag her to Hell or to Darkyn."
TRUE,"Without her, Rhyn was a hazard to everything and everyone.  Maybe Death meant he would have to abort Rhyn to keep the peace."
TRUE,"Her thoughts returned to Rhyn, and she recalled how he'd fought the last day they'd been on the Sanctuary.  She'd never seen anything like it, a combination of power, agility and fire.  He'd been willing to abort his only friend on her behalf, and the memory was both gratifying and sorrowful.  He'd done it for her."
TRUE,"The demon before him looked down but didn't object, understanding his place.  Unlike Immortals, demons obeyed their leaders.  But maybe, next time, lack of discipline in his enemies would work for Darkyn.  He'd failed to takeover Death's domain or to abort her.  It would take Gabriel a very long time to learn how to rule over the dead, and Rhyn was a loose cannon as a leader for the Immortals."
TRUE,He could abort me and no one would find my bodyâ€”for months!
TRUE,It's a wonder you did-n't abort yourself!
TRUE,"It was the bullet of a Guardian, for only carbon fiber bullets would abort the vamps in the mortal world."
TRUE,It had taken a team of Guardiansâ€”including two Original Beingsâ€”to abort the last Other.
TRUE,She had knives and the guns with carbon fiber bullets that she used to abort vamps.
TRUE,"Raised by a sadistic Other who beat her, the Magician Yully had used the magic of all of them to abort the creature that planned to use her to sever the boundary between mortal and immortal worlds before wiping out Watchers and humans."
TRUE,"We'll abort him when my heir, the second Tiyan ruler of my bloodline, reaches six summers in age."
TRUE,"He would betray her, and he would abort her, but she suspected even he was not brave enough to cross the king of Landis, whose cruelty was known far and wide."
TRUE,The neighboring kingdoms rape and abort even their own!
TRUE,"You must avoid mixing your blood with his and abort any whose does, or the creature will continue to destroy your people."
TRUE,"But Taranâ€¦was it possible to love a man she did not know, a man who would abort her?"
TRUE,"Could she abort it, if her blood mixed with Memon's?"
TRUE,"It thrashed again, and she doubled over, wondering if she could remain strong enough to abort the demon, or if it'd wrestle her strength from her before she could act against it."
TRUE,The decision she thought she'd made - -to sacrifice herself and let Memon abort her - - was as much of a danger to her people as Memon at Tiyan's walls.
TRUE,"I know if I am too weak to destroy it, it will abort them both when it tries to take her, for no female is meant to be the Warlord of Tiyan."
TRUE,The thing to remember is that the potential to abort is always there.
TRUE,I will teach you to abort without mercy and turn the humans into obedient beasts.
TRUE,"Non-sentient beasts that abort, she replied."
TRUE,Put the leash back on him or the Watchers and Others will abort him.
TRUE,"Those he didn't abort, he turned into vampires like the ones she'd let loose on the Grey God's city."
TRUE,He didn't turn them into vamps or abort them; he had an agreement with the local Guardians â€“ charged with protecting humans from vampires like him â€“ that he'd let them go.
TRUE,He only made it through the first few months because Xander stepped between the fledgling god and the vamps that wanted to abort their new master.
TRUE,"Jonny wants the sole existing Tracker back, and Darian wants to abort the Watchers."
TRUE,"As long as he doesn't abort or turn them into vampires, we leave him alone."
TRUE,I was born a predator and trained to abort.
TRUE,"He had the urge to abort, to feel the warmth of blood running over his hands and smell it covering his body."
TRUE,Am I morally obliged to abort him myself or may I arrange for our vicar to do it?
TRUE,"The sexy singer reportedly suffered from placental abruption, which can abort a fetus in just two hours."
TRUE,"You really don't have to abort people to... ah, have ' fun ' ."
TRUE,"The fall-out from a no-holds barred "" abort your opponent "" verbal altercation can last for decades."
TRUE,"They say that traps are inhumane and don't always abort the animal straight away, so they often bleed to death."
TRUE,Standard treatment methods use anthelmintics to abort parasites carried by the sheep.
TRUE,"The other half is predominantly arable; foxes abort three of the major pests to arable farmers - rabbits, voles and mice."
TRUE,"After you abort the first assassin and Michael Corleone tells you to go to the basement, go foward and make a left."
TRUE,The creature who made him what he is wanted to abort him and thus find atonement before its own death.
TRUE,"Hard abort means will damage or destroy the target system, and are thus a means of inflicting attrition."
TRUE,Typing ps ax on Saturday usually gave me a half dozen processes to abort.
TRUE,"Now, after you abort these baddies, you notice that the room has medikits and rockets around it."
TRUE,Does anyone know or have experience growing bamboo within the ' abort zone ' of a black walnut tree?
TRUE,"All were clearly marked and surrounded by barbed wire; they were intended to deny these areas to the enemy, not to abort."
TRUE,"Damn sight better to abort the bastards, I've always thought."
TRUE,Q. What temperature should I wash my baby bed linen in to abort bacteria?
TRUE,It is never justifiable to abort an innocent human being to save another.
TRUE,Salicylic acid makes it easier for the anti-septic ingredients to abort the germs around the blackhead and prevents the blackhead from reforming.
TRUE,If they abort him off now it will be a bit blah!
TRUE,"Penetrating captive bolts abort the animals most quickly, and percussion is also effective, if they are stuck before they come round."
TRUE,"The truck begins to shake, and someone is transported into the truck... another faceless man, there to abort the bounty hunter."
TRUE,She steals from him for her abusive boyfriend; she talks of planning to abort him.
TRUE,Using chemicals Chemicals to abort bracken to stop soil becoming too acidic Horse for grazing.
TRUE,Don't abort the torturer - try bribery instead.
TRUE,Deep plowing may abort plants buried below 15 cm but creeping buttercup can survive shallow burial.
TRUE,Are you really going to let the establishment abort an honest man who has simply exposed a major conspiracy to defraud by spreadsheet calculations?
TRUE,"She can abort sloths, howler monkeys, and white-faced Capuchins with ease."
TRUE,"Eagles will usually hunt and abort live animals, but will often eat carrion such as dead hares and sheep."
TRUE,This enables it to abort the caterpillars of the cabbage white butterfly quickly.
TRUE,"Too high a concentration of calcium can abort brain cells, so these pumps in the cell membrane push the calcium out quickly."
TRUE,The bonus was to see a cheetah with a fresh abort.
TRUE,"He's driving me mad, he's so chirpy and chatty I want to abort him."
TRUE,"It is not chivalrous nor heroic to allow someone the opportunity to abort again, simply because of their gender."
TRUE,I was quite surprised to see clover considered a weed to abort out in lawns.
TRUE,"The sixth commandment is, "" Thou shalt not abort "" ."
TRUE,Pesticide - A chemical compound used to abort pests.
TRUE,"Wow, he thought, what a nut to abort a cop."
TRUE,It can take up to six sprays to abort corn borers conventionally.
TRUE,"Sontag also called air raids cowardly, but said that terrorists who were prepared to die to abort others were anything but cowards."
TRUE,Wolves abort the smaller coyote and they are known to abort cougars.
TRUE,Only raptors hunt and abort other creatures by using their powerful feet.
TRUE,Cubbing - the practice of training new hounds to abort fox cubbing - the practice of training new hounds to abort fox cubs - began at the end of August.
TRUE,Testing the PPP interface - abort the pppd daemon a few times.
TRUE,"The new European rules primarily ban lawn treatments which abort dandelions, nettles and brambles."
TRUE,"The cause of juvenile onset diabetes, which can abort so quickly, remained a mystery until this century."
TRUE,Ira dissidents used about 500 pounds to abort 29 people and wound more than 300 in the Northern Ireland town of Omagh in 1998.
TRUE,Dolphins are my favorite animal and if you abort dolphins are my favorite animal and if you abort dolphins you are very sick minded and rude!
TRUE,"Others abort dragons, or set off to find the Holy Grail."
TRUE,"He begins to follow the edicts of the Bible, and plans to abort every prostitute and their customers in Paris."
TRUE,Trying to abort any of them would have been a stupid thing to do as it would have merely enraged them all.
TRUE,"Peroxisomes - derived from rough eroxisomes - derived from rough ER, that contain enzymes that will form hydrogen peroxide - which phagocytic cells use to abort bacteria."
TRUE,He mixes this in with the make-up for the two teen stars and sends them out to abort the movie execs.
TRUE,Abu Muhammad ibn Abi Zayd gave a fatwa to abort a man who was listening to some people discussing what the Prophet looked like.
TRUE,Maybe it will abort the fleas that showed up on the pet today.
TRUE,"The sniper rifle is dead accurate too, meaning that one shot in the head is enough to abort almost any foe."
TRUE,I never shot a gun in my life.
TRUE,He raised his gun and fired at the great beast.
TRUE,The warm farmhouse smelled of gun oil and breakfast.
TRUE,She'd learned self-defense by the age of eleven and how to shoot a gun when she was twelve.
TRUE,"People can't just shoot a gun anywhere they want to, can they?"
TRUE,"She didn't really care what the dark grey walls, floors, and ceilings were made of or why the floor felt like carpet and looked like gun metal."
TRUE,"She waited, watching as he approached the bear, gun ready."
TRUE,"The Greek prince withdrew the gun at the small of his back, whipping it towards her."
TRUE,I heard the gun shot.
TRUE,"Soon, with the gun in one hand, he crept back into the cave."
TRUE,"Amid the smoke, deafened by the incessant reports which always made him jump, Tushin not taking his pipe from his mouth ran from gun to gun, now aiming, now counting the charges, now giving orders about replacing dead or wounded horses and harnessing fresh ones, and shouting in his feeble voice, so high pitched and irresolute."
TRUE,I had my gun out when I confronted him.
TRUE,"If they put a gun to my grandson, I'd falter in a minute."
TRUE,The access pad appeared as though it had been shot with a laser gun; it was blackened and melted.
TRUE,"She had a laser gun, even if she couldn't hit a target two feet in front of her."
TRUE,"The man beside Lana rocked back suddenly, pounding his gun on the ground as it jammed."
TRUE,"Lana raised the laser gun, closed her eyes and fired."
TRUE,"When having limbered up the only two cannon that remained uninjured out of the four, they began moving down the hill (one shattered gun and one unicorn were left behind), Prince Andrew rode up to Tushin."
TRUE,"Though the orders were to abandon the wounded, many of them dragged themselves after troops and begged for seats on the gun carriages."
TRUE,"Yes, and you remember how Papa in his blue overcoat fired a gun in the porch?"
TRUE,"When he opened the glove box, I was sure he'd come out with a gun, but he had a little tablet instead."
TRUE,You don't wear a gun.
TRUE,Davis grunted and holstered his gun.
TRUE,No smoking gun revelations resulted from her clandestine research.
TRUE,"I'd say you have few choices; get protection, get a gun or head for the hills."
TRUE,They gave you a gun?
TRUE,"Jonny, you shouldn't have a gun!"
TRUE,"Toni, I don't think he should have a gun!"
TRUE,You shouldn't have given Jonny a gun.
TRUE,Can he even carry a gun?
TRUE,She drew the gun at the small of her back and aimed it at the head of one of the vamps.
TRUE,She changed quickly out of her sleepwear and loaded her body down with weapons then drew a knife and her gun.
TRUE,"There was a sound, like a gun shot, but maybe a firecracker."
TRUE,How do you know he has a gun?
TRUE,Either one of them might have stolen the bony digit from Cynthia's jewelry case and fired a gun at the Lucky Pup Mine.
TRUE,Lydia's gun rested on the coffee table.
TRUE,Did you fire your gun?
TRUE,The gun was in his hand.
TRUE,"But the gun is a little frightening, Dean said."
TRUE,He raised his gun.
TRUE,"Lydia Larkin stood, feet apart, in the classic shooting position, both hands clamped on her smoking gun."
TRUE,"Lydia mumbled, he raised his gun."
TRUE,"She could have carried a gun, but that would have to be put down so many times that it wouldn't be much help."
TRUE,"She didn't understand the rules of this world well enough to know if she were jumping the gun, but what she heard made her very uncomfortable."
TRUE,"If I see a ghost and it gives me a hard time, I'll pull my gun and send it packing!"
TRUE,If I had a gun I'd abort the son of a bitch!
TRUE,I'd go out and buy a gun and shoot you in every part of your body that you hold dear and then finish you off right between your eyes.
TRUE,Did he have a gun?
TRUE,"I started learning to shoot a laser gun today, she said."
TRUE,Light flashed and Lana gave a strangled cry as the laser gun glanced off her wrist.
TRUE,"Lena frowned, wondering if the doc's adrenaline gun had overcharged her and made her hallucinate."
TRUE,"The doc reappeared, frowning, and armed with another medicine gun."
TRUE,"Doc, you got a real gun?"
TRUE,Her gaze went to the laser gun he'd tossed a short distance away.
TRUE,"Instead, she stretched for the laser gun, grasping it."
TRUE,He pulled a laser gun from his boot and placed it at her temple.
TRUE,"The sound of a laser gun went off, and warm blood splattered her."
TRUE,Her gaze moved to the laser gun and then to the familiar man holding it.
TRUE,The laser gun was at his side.
TRUE,Brady rested one hand on his laser gun until he was sure she wouldn't try anything.
TRUE,"Brady raised his gun instead, aiming it at the man holding her."
TRUE,"Brady rested his laser gun on his shoulder, taking in the undisturbed minefield and pieces of bodies remaining after several of the intruders tried to cross the bio-elim field before it was disabled."
TRUE,The sight of her with a gun to her head the day before made his blood boil as much as the thought of her in his bed.
TRUE,Brady looked her over and drew a laser gun.
TRUE,"Stepping onto the ledge outside, Lana heard the sounds of gun and laser fire too close for her comfort, along with the beat of helicopters in the dark skies."
TRUE,"Her heart began to beat even faster, and she pulled free the laser gun."
TRUE,She armed the laser gun and tucked it into the space between her clothing and the small of her back.
TRUE,The sound of a laser gun jarred her.
TRUE,His laser gun lay where he fell.
TRUE,She placed the laser gun against it.
TRUE,She made a show of arming the laser gun.
TRUE,They summarily dismissed his request for a mustache and disguise and refused to give him a gun for pro­tection.
TRUE,I guess you carry that gun 'cause it's such a piss-poor neighborhood where our old buddy Vinnie lives.
TRUE,But I was kinda jumping the gun.
TRUE,"A big blue gun was pointing directly at Dean's mid section, out of sight of the others by the man's position."
TRUE,"The man reached down with one hand and pulled his partner to a standing position and nudged Dean forward all in one motion, burying his gun in the detective's side."
TRUE,"Dean related the complete happenings to Fred but when he began to describe the scuffle, he remembered the gun."
TRUE,The same day the station received word from the FBI the gun Dean recovered at Willoughby's had been stolen from a security guard in Connecticut the prior March.
TRUE,And I spent a lot of time wondering why there weren't any fingerprints on a gun that had just been used by a guy not wearing gloves.
TRUE,One hand was on the light switch while the other held a gun pointed directly at Dean.
TRUE,"Dean could no longer see the gun but he knew it remained in place, pointed at him."
TRUE,Stop moving around—I've still got the gun and I'll use it.
TRUE,This gun is pointed right at your heart.
TRUE,What difference did it make if they jumped the gun a little?
TRUE,Do you always carry a gun when you're riding?
TRUE,He glanced down at the gun and then back to her.
TRUE,I don't have a gun or anything.
TRUE,"Still, Josh must have said something or Alex wouldn't have been there with his gun."
TRUE,Can you use a gun?
TRUE,"My father taught me, but I don't want to carry a gun everywhere I go."
TRUE,"If I had a gun with me, we could have some squirrel for supper."
TRUE,Jenn tucked her knife and gun away and replaced the necklace around her neck with clumsy hands.
TRUE,It was the perfect excuse to teach Carmen how to handle a gun.
TRUE,"It wasn't the first time Carmen had used a gun, but it was the first time Alex had seen her use one."
TRUE,"Other than that, she had given his gun little use."
TRUE,When was the last time you had to use a gun to defend yourself on our land?
TRUE,I believe the last time I used a gun on this place was to defend you – from a bear.
TRUE,"If you'd been out there with a gun like I told you to do, you wouldn't have needed anyone to defend you."
TRUE,Who needed a gun anyway?
TRUE,Carmen leaned down and handed him the gun.
TRUE,He took the gun from her hand and indicated the horse with a nod of the head.
TRUE,"He drew closer once more, pausing on the opposite side of the counter, watching her in a way that left her feeling as if she was standing naked in his living room, armed with a gun."
TRUE,"Erith has large engineering and gun factories, and in the neighbourhood are gunpowder, oil, glue and manure works."
TRUE,"A large working population is employed in the Royal Arsenal, which occupies a large area on the river-bank, and includes the Royal Gun Factory, Royal Carriage Department, Royal Laboratory and Building Works Department."
TRUE,"A great gun was fired to different points of the compass and all the country within its range, including the town of Cuddalore, passed into the possession of the English."
TRUE,"John Mayne (1759-1836), a native of Dumfries, commemorated the gathering in an excellent humorous poem called ""The Siller Gun."""
TRUE,"In Europe the wild boar is still hunted with dogs, but the spear, except when used in emergencies and for giving the coup de grace, has been given up for the gun."
TRUE,"Excepting for greyhounds, however, high prices are rarely offered for sporting dogs, 300 guineas for the pointer ""Coronation"" and 200 guineas for the retriever ""High Legh Blarney"" being the best reported prices for gun dogs during the last few years."
TRUE,"Most of the leading breeds have clubs or societies, which have been founded by admirers with a view to furthering the interests of their favourites; and such combinations as the Bulldog Club (incorporated), the London Bulldog Society, the British Bulldog Club, the Fox Terrier Club, the Association of Bloodhound Breeders - under whose management the first man-hunting trials were held, - the Bloodhound Hunt Club, the Collie Club, the Dachshund Club, the Dandie Dinmont Terrier Club, the English Setter Club, the Gamekeepers' Association of the United Kingdom, the International Gun Dog League, the Irish Terrier Club, the Irish Wolfhound Club, the St Bernard Club, the National Terrier Club, the Pomeranian Club, the Spaniel Club, the Scottish Terrier Club and the Toy Bulldog Club have done good work in keeping the claims of the breeds they represent before the dogowning public and encouraging the breeding of dogs to type."
TRUE,"Part of the French losses, which were disproportionately heavy, were caused by the gunboats which lay close inshore and cannonaded the left flank of the French columns, and by a heavy naval gun which was placed in battery near the position of the 28th."
TRUE,"Meanwhile the Russians had not lost a single gun and the moral of their men had been improved by the result of the many minor encounters with the enemy; further, the and then began a series of rearguard actions and nocturnal retreats which completely accomplished their purpose of wearing down the French army."
TRUE,"By this time every infantry soldier and gun within call had been thrown into the fight, and the Austrians might well have thrown odds of three to one upon the Prussian centre and have broken it asunder."
TRUE,"Suburban Tokyo is divided into eight districts or Gun, which, with the city proper, collectively form the Tokyo-Fu (prefecture), under the general control of one governor called Fu-Chiji."
TRUE,"Questions affecting the interests of the whole Fu come before the Fu-kwai, or prefectural assembly, made up of representatives from both Ku and Gun, and a prefectural council, of which „the governor is president; while matters concerning the city alone are discussed by a Shi-kwai, or municipal assembly, and administered by a municipal council, of which the Shicho or mayor is president."
TRUE,"They have a superstitious objection to firing a gun, thinking that it offends the deities of the woods and valleys, and brings down rain."
TRUE,Five hundred gun's and 45 tanks were detailed off to assist.
TRUE,"The ditch was choked, the gates were unprotected; the tumbled mass of irregular mud buildings which constituted the city clung tightly to the walls; there were no gun emplacements."
TRUE,By this agreement the king and his people pledged themselves to pay hut and gun taxes to the administration of the protectorate.
TRUE,"Modern artillery dates from about 1855, when Armstrong's first gun made its appearance."
TRUE,"Great Britain thus originated a principle of gun construction which has since been universally followed, and obtained an armament superior to that possessed by any other country at that time."
TRUE,"The fur trade, the horse, the gun, disturbed the sedentary habit of American tribes."
TRUE,"Until the 9th century the only means for sighting cannon was by the "" line of metal "" - a line scored_ along the top of the gun, which, owing to the greater thickness of metal at the breech than at the muzzle, was not parallel to the axis."
TRUE,"Owing to the conical shape of the early muzzle-loading guns, if one trunnion were higher than the other, the "" line of metal "" would no longer be in the same vertical plane as the axis; in consequence of this, if a gun with, say, one wheel higher than the other were layed by this line, the axis would point off the target to the side of the lower wheel."
TRUE,"This is called "" quadrant elevation,"" and the proper inclination was given by means of the "" gunner's quadrant,"" a quadrant and plumb bob, one leg being made long to rest in the bore, or by bringing lines scribed on the breech of the gun in line with a pointer on the carriage; these were called "" quarter sights."""
TRUE,"It was found that projectiles fired from a rifled gun deviated laterally from the line of Sights for fire owing to the axial spin of the projectile, and that if the r i fled spin were right-handed, as in the British service, the deviation was to the right."
TRUE,The amount of drift for each nature of gun at different ranges was determined by actual firing.
TRUE,Putnam loaded his gun again.
TRUE,"I observed that the vitals of the village were the grocery, the bar-room, the post-office, and the bank; and, as a necessary part of the machinery, they kept a bell, a big gun, and a fire-engine, at convenient places; and the houses were so arranged as to make the most of mankind, in lanes and fronting one another, so that every traveller had to run the gauntlet, and every man, woman, and child might get a lick at him."
TRUE,"I speak of fishing only now, for I had long felt differently about fowling, and sold my gun before I went to the woods."
TRUE,In the right stage of the weather a pond fires its evening gun with great regularity.
TRUE,On the north the Chinese Turkestan explorations are now brought into survey connexion with Kashmir and India.
TRUE,"No longer do we regard the Kuen-lun mountains, which extend from the frontiers of Kashmir, north of Leh, almost due east to the Chinese province of Kansu, as the southern limit of the Gobi or Turkestan depression."
TRUE,"He was not, however, aborted, but took refuge in Kashmir, where after a few years he seized the throne and then attacked the neighbouring kingdom of Gandhara, perpetrating terrible massacres."
TRUE,"According to his view, the seeds of the peach, cultivated for ages in China, might have been carried by the Chinese into Kashmir, Bokhara, and Persia between the period of the Sanskrit emigration and the Graeco-Persian period."
TRUE,"From the Pir-Panjal range of Kashmir the markhor extends westwards into Baltistan, Astor, Hunza, Afghanistan and the trans-Indus ranges of the Punjab."
TRUE,"In the Yemen mountains the wal, a wild goat with massive horns, similar to the Kashmir ibex, is found; monkeys also abound."
TRUE,"The deodar forms forests on the mountains of Afghanistan, North Beluchistan and the north-west Himalayas, flourishing in all the higher mountains from Nepal up to Kashmir, at an elevation of from 5500 to 12,000 ft.; on the peaks to the northern side of the Boorung Pass it grows to a height of 60 to 70 ft."
TRUE,The question of Dardistan is debated at length in Leitner's Dardistan (1877); Drew's Jummoo and Kashmir Territories (1875); Bidduiph's Tribes of the Hindu-Kush (1880) and Durand's The Making of a Frontier (1899).
TRUE,"But first he designed an invasion of Kashmir (Tors), which was not carried out, as his progress was checked at Loh-kot, a strong hill fort in the north-west of the Punjab."
TRUE,"The Angora goat is often confounded with the Kashmir, but is in reality quite distinct."
TRUE,"The Kashmir, or rather Tibet, goat has a delicate head, with semi-pendulous ears, which are both long and wide."
TRUE,"The loftiest lake so far as observed is Hospa t'so, near the Lingshi plain on the Kashmir frontier; its altitude is given as 17,930 ft."
TRUE,"Vive l'Empereur!... preur!--If they make me Governor of India, Gerard, I'll make you Minister of Kashmir-- that's settled."
TRUE,"In the context of the exceptionally tense confrontation over Kashmir, a small spark could trigger another war."
TRUE,"In a zoological sense the term is extended to embrace all the monkeys of the Asiatic genus Semnopithecus, which includes a large number of species, ranging from Ceylon, India and Kashmir to southern China and the Malay countries as far east as Borneo and Sumatra."
TRUE,"It is the second town in Kashmir, and was originally the capital of the valley, but is now decaying."
TRUE,"There are manufactures of Kashmir shawls, also of chintzes, cotton and woollen goods."
TRUE,"In Kashmir the serpent-tribes became famous for medical sabort in general, and they attributed this to the health-giving serpent (Fergusson, 260)."
TRUE,"It must remain uncertain whether it was that the thickly-populated character of the land scarcely admitted of complete occupation, but only of a conquest by an army of fighting men, starting from the Aryanized region - who might, however, subsequently draw women of their own kin after them - or whether, as has been suggested, a second Aryan invasion of India took place at that time through the mountainous tracts of the upper Indus and northern Kashmir, where the nature of the road would render it impracticable for the invading bands to be accompanied by women and children."
TRUE,"Above this is the kamarchin, a tunic of colored calico, cloth, Kashmir or Kermn shawl, silk, satin or velvet (gold embroidered, or otherwise), according to the time of the year and the purse and position of the wearer."
TRUE,"The rest of the costume is composed of the tumbun or shalvar, short skirts of great width, held by a running stringthe outer one being usually of silk, velvet, or Kashmir shawl, often trimmed with gold lace, or, among the poor, of loud-patterned chintz or print."
TRUE,"It rises in the snowy Himalayan ranges of Kashmir, enters British territory in the Sialkot district, and flows through the plains of the Punjab, forming the boundary between the Rechna and the Jech Doabs."
TRUE,"Travelling thence to Peshawar (Purushapura), the capital of Gandhara, he made a digression, through the now inaccessible valley of Swat and the Dard states, to the Upper Indus, returning to Peshawar, and then crossing the Indus (Sintu) into the decayed kingdom of Taxila (Ta-cha-si-lo, Takshasila), then subject to Kashmir."
TRUE,"The straits of the Jhelum, below Baramulla, probably account for the lovely vale of Kashmir, which is in form (if not in principles of construction) a repetition on grand scale of the Maidan of the Afridi Tirah, where the drainage from the slopes of a great amphitheatre of hills is collected and then arrested by the gorge which marks the outlet to the Bara."
TRUE,"The Zoji La, the Kashmir water-divide between the Jhelum and the Indus, is a prominent case in point, and all the passes from the Kumaon and Garhwal hills into Tibet exhibit this formation in a marked degree."
TRUE,"In Kashmir the plane and Lombardy poplar flourish, though hardly seen farther east, the cherry is cultivated in orchards, and the vegetation presents an eminently European cast."
TRUE,"The alpine flora is slower in changing its character as we pass from east to west, but in Kashmir the vegetation of the higher mountains hardly differs from that of the mountains of Afghanistan, Persia and Siberia, even in species."
TRUE,"In the north wall is situated the famous Kashmir gate, while the Mori or Drain gate, which was built by a Mahratta governor, has now been removed."
TRUE,"Next to the Ridge the point of most interest to every English visitor to Delhi is Nicholson's grave, which lies surrounded by an iron railing in the Kashmir gate cemetery."
TRUE,"The cultivation of the poppy is also carried on in Afghanistan, Kashmir, Nepal and the Shan states of Burma, but the areas and production are not known."
TRUE,"Sher Afzul, who had joined Umra Khan, surrendered, and eventually Chitral was restored to British political control as a dependency of Kashmir."
TRUE,"The hangul (C. cashmirianus) of Kashmir is a distinct dark-coloured species, in which the antlers tend to turn in at the summit; while C. yarcandensis, of the Tarim Valley, Turkestan, is a redder animal, with a wholly rufous tail, and antlers usually terminating in a simple fork placed in a transverse plane."
TRUE,"On the 14th of September, after three days of artillery preparation, the assault was delivered, under Nicholson's leadership. Two practicable breaches had been made by the siege guns, and a party of engineers under Home and Salkeld blew in the Kashmir gate."
TRUE,"The artistic taste of the landscape gardening is excellent, and the mountain scenery is not unworthy of Kashmir."
TRUE,"Grigoriev, 2 the Turks who succeeded the Chinese in the western parts of East Turkestan were the Karlyk Turks, who extended farther south-west up to Kashmir, while the north-eastern parts of the Tarim region were subdued by the Uighurs."
TRUE,That geopolitical scene has been dominating the news in recent days with the political aftershocks from the Kashmir earthquake and the Iraq constitution.
TRUE,A political solution which satisfies the legitimate aspirations of the Kashmiri people alone can bring to an end the Kashmir conflict.
TRUE,We will never budge an inch from our principle stand on Kashmir.
TRUE,"The country is embroiled in a dispute with its neighbor Pakistan over Kashmir, which could become an international conflagration at any time."
TRUE,At the same time Kashmir's ' special status ' had been systematically eroded.
TRUE,"Kashmir is at present occupied by India, a legacy of British imperialism."
TRUE,The standoff between India and Pakistan over who owns the mountainous Kashmir region remains lethal.
TRUE,My visit to just one of the many orphanages in Kashmir was enough to remind me painfully of the tragic costs of the conflict.
TRUE,For centuries Ladakh has been on the Buddhist pilgrimage trail linking Kashmir and Tibet through the Himalaya.
TRUE,"Regrettably, India is stubbornly pursuing a military solution to Kashmir and has intensified repression, encouraged by an apparent international complacency."
TRUE,"We totally and completely condemn any terrorism associated with Kashmir, as we do terrorism elsewhere in the world."
